Player_Name,Player_Img_Url,P_Country_Url
alvaro morata,https://img.a.transfermarkt.technology/portrait/big/128223-1523366908.jpg?lm=1,https://tmssl.akamaized.net/images/flagge/medium/157.png?lm=1520611569
kingsley coman,https://img.a.transfermarkt.technology/portrait/big/243714-1540568692.jpg?lm=1,https://tmssl.akamaized.net/images/flagge/medium/50.png?lm=1520611569
david alaba,https://img.a.transfermarkt.technology/portrait/big/59016-1637569850.jpg?lm=1,https://tmssl.akamaized.net/images/flagge/medium/127.png?lm=1520611569
richarlison,https://img.a.transfermarkt.technology/portrait/big/378710-1575040968.jpg?lm=1,https://tmssl.akamaized.net/images/flagge/medium/26.png?lm=1520611569
florian wirtz,https://img.a.transfermarkt.technology/portrait/big/598577-1642607052.jpg?lm=1,https://tmssl.akamaized.net/images/flagge/medium/40.png?lm=1520612525
jorginho,https://img.a.transfermarkt.technology/portrait/big/102017-1599988179.jpg?lm=1,https://tmssl.akamaized.net/images/flagge/medium/75.png?lm=1520611569
nicolo barella,https://img.a.transfermarkt.technology/portrait/big/255942-1582023619.jpg?lm=1,https://tmssl.akamaized.net/images/flagge/medium/75.png?lm=1520611569
tanguy ndombele,https://img.a.transfermarkt.technology/portrait/big/450936-1561540648.jpg?lm=1,https://tmssl.akamaized.net/images/flagge/medium/50.png?lm=1520611569
karim benzema,https://img.a.transfermarkt.technology/portrait/big/18922-1544774342.jpg?lm=1,https://tmssl.akamaized.net/images/flagge/medium/50.png?lm=1520611569
riyad mahrez,https://img.a.transfermarkt.technology/portrait/big/171424-1461578220.jpg?lm=1,https://tmssl.akamaized.net/images/flagge/medium/4.png?lm=1520611569
diego costa,https://img.a.transfermarkt.technology/portrait/big/44779-1453805669.jpg?lm=1,https://tmssl.akamaized.net/images/flagge/medium/157.png?lm=1520611569
marcelo brozovic,https://img.a.transfermarkt.technology/portrait/big/156617-1549632084.jpg?lm=1,https://tmssl.akamaized.net/images/flagge/medium/37.png?lm=1520611569
daniel carvajal,https://img.a.transfermarkt.technology/portrait/big/138927-1619701459.jpg?lm=1,https://tmssl.akamaized.net/images/flagge/medium/157.png?lm=1520611569
jules kounde,https://img.a.transfermarkt.technology/portrait/big/411975-1525683142.jpg?lm=1,https://tmssl.akamaized.net/images/flagge/medium/50.png?lm=1520611569
radamel falcao,https://img.a.transfermarkt.technology/portrait/big/39152-1622801006.jpg?lm=1,https://tmssl.akamaized.net/images/flagge/medium/83.png?lm=1520611569
stefan de vrij,https://img.a.transfermarkt.technology/portrait/big/111196-1593165111.jpg?lm=1,https://tmssl.akamaized.net/images/flagge/medium/122.png?lm=1520611569
victor osimhen,https://img.a.transfermarkt.technology/portrait/big/401923-1570439308.jpg?lm=1,https://tmssl.akamaized.net/images/flagge/medium/124.png?lm=1520611569
allan,https://img.a.transfermarkt.technology/portrait/big/418560-1632685669.jpg?lm=1,https://tmssl.akamaized.net/images/flagge/medium/125.png?lm=1520611569
eduardo camavinga,https://img.a.transfermarkt.technology/portrait/big/640428-1582629458.jpg?lm=1,https://tmssl.akamaized.net/images/flagge/medium/50.png?lm=1520611569
luka jovic,https://img.a.transfermarkt.technology/portrait/big/257462-1533115178.jpg?lm=1,https://tmssl.akamaized.net/images/flagge/medium/215.png?lm=1520611569
alessandro bastoni,https://img.a.transfermarkt.technology/portrait/big/315853-1630304611.jpg?lm=1,https://tmssl.akamaized.net/images/flagge/medium/75.png?lm=1520611569
fabian ruiz,https://img.a.transfermarkt.technology/portrait/big/350219-1545230107.jpg?lm=1,https://tmssl.akamaized.net/images/flagge/medium/157.png?lm=1520611569
clement lenglet,https://img.a.transfermarkt.technology/portrait/big/182904-1599988301.jpg?lm=1,https://tmssl.akamaized.net/images/flagge/medium/50.png?lm=1520611569
christian pulisic,https://img.a.transfermarkt.technology/portrait/big/315779-1638811757.jpg?lm=1,https://tmssl.akamaized.net/images/flagge/medium/184.png?lm=1520611569
sergi roberto,https://img.a.transfermarkt.technology/portrait/big/85370-1489053148.jpg?lm=1,https://tmssl.akamaized.net/images/flagge/medium/157.png?lm=1520611569
milan skriniar,https://img.a.transfermarkt.technology/portrait/big/204069-1598256813.jpg?lm=1,https://tmssl.akamaized.net/images/flagge/medium/154.png?lm=1520611569
wilfred ndidi,https://img.a.transfermarkt.technology/portrait/big/274839-1641900364.jpg?lm=1,https://tmssl.akamaized.net/images/flagge/medium/124.png?lm=1520611569
davinson sanchez,https://img.a.transfermarkt.technology/portrait/big/341429-1464272554.jpg?lm=1,https://tmssl.akamaized.net/images/flagge/medium/83.png?lm=1520611569
mats hummels,https://img.a.transfermarkt.technology/portrait/big/39728-1540568020.jpg?lm=1,https://tmssl.akamaized.net/images/flagge/medium/40.png?lm=1520612525
dayot upamecano,https://img.a.transfermarkt.technology/portrait/big/344695-1532352602.jpg?lm=1,https://tmssl.akamaized.net/images/flagge/medium/50.png?lm=1520611569
niklas sule,https://img.a.transfermarkt.technology/portrait/big/166601-1624802741.jpg?lm=1,https://tmssl.akamaized.net/images/flagge/medium/40.png?lm=1520612525
john stones,https://img.a.transfermarkt.technology/portrait/big/186590-1583400326.jpg?lm=1,https://tmssl.akamaized.net/images/flagge/medium/189.png?lm=1520611569
james maddison,https://img.a.transfermarkt.technology/portrait/big/294057-1638811548.jpg?lm=1,https://tmssl.akamaized.net/images/flagge/medium/189.png?lm=1520611569
kepa arrizabalaga,https://img.a.transfermarkt.technology/portrait/big/192279-1447152155.jpg?lm=1,https://tmssl.akamaized.net/images/flagge/medium/157.png?lm=1520611569
edinson cavani,https://img.a.transfermarkt.technology/portrait/big/48280-1619791055.jpg?lm=1,https://tmssl.akamaized.net/images/flagge/medium/179.png?lm=1520611569
mario gotze,https://img.a.transfermarkt.technology/portrait/big/74842-1612898267.jpg?lm=1,https://tmssl.akamaized.net/images/flagge/medium/40.png?lm=1520612525
joao cancelo,https://img.a.transfermarkt.technology/portrait/big/182712-1615221629.jpg?lm=1,https://tmssl.akamaized.net/images/flagge/medium/136.png?lm=1520611569
youri tielemans,https://img.a.transfermarkt.technology/portrait/big/249565-1626861318.jpg?lm=1,https://tmssl.akamaized.net/images/flagge/medium/19.png?lm=1520611569
cesc fabregas,https://img.a.transfermarkt.technology/portrait/big/8806-1614090062.jpg?lm=1,https://tmssl.akamaized.net/images/flagge/medium/157.png?lm=1520611569
houssem aouar,https://img.a.transfermarkt.technology/portrait/big/395693-1510155387.jpg?lm=1,https://tmssl.akamaized.net/images/flagge/medium/50.png?lm=1520611569
luka modric,https://img.a.transfermarkt.technology/portrait/big/27992-1543926073.jpg?lm=1,https://tmssl.akamaized.net/images/flagge/medium/37.png?lm=1520611569
lucas torreira,https://img.a.transfermarkt.technology/portrait/big/318077-1595948203.jpg?lm=1,https://tmssl.akamaized.net/images/flagge/medium/179.png?lm=1520611569
nicolo zaniolo,https://img.a.transfermarkt.technology/portrait/big/392085-1630498680.jpg?lm=1,https://tmssl.akamaized.net/images/flagge/medium/75.png?lm=1520611569
franck kessie,https://img.a.transfermarkt.technology/portrait/big/294808-1594276547.jpg?lm=1,https://tmssl.akamaized.net/images/flagge/medium/38.png?lm=1520611569
wilfried zaha,https://img.a.transfermarkt.technology/portrait/big/145988-1617958742.jpg?lm=1,https://tmssl.akamaized.net/images/flagge/medium/38.png?lm=1520611569
memphis depay,https://img.a.transfermarkt.technology/portrait/big/167850-1597927069.jpg?lm=1,https://tmssl.akamaized.net/images/flagge/medium/122.png?lm=1520611569
douglas costa,https://img.a.transfermarkt.technology/portrait/big/75615-1537176773.jpg?lm=1,https://tmssl.akamaized.net/images/flagge/medium/26.png?lm=1520611569
donny van de beek,https://img.a.transfermarkt.technology/portrait/big/288255-1642174403.jpg?lm=1,https://tmssl.akamaized.net/images/flagge/medium/122.png?lm=1520611569
luis alberto,https://img.a.transfermarkt.technology/portrait/big/44352-1453896733.jpg?lm=1,https://tmssl.akamaized.net/images/flagge/medium/179.png?lm=1520611569
franck ribery,https://img.a.transfermarkt.technology/portrait/big/22068-1540568847.jpg?lm=1,https://tmssl.akamaized.net/images/flagge/medium/50.png?lm=1520611569
ferran torres,https://img.a.transfermarkt.technology/portrait/big/398184-1620308050.jpg?lm=1,https://tmssl.akamaized.net/images/flagge/medium/157.png?lm=1520611569
raul jimenez,https://img.a.transfermarkt.technology/portrait/big/206040-1474546604.jpg?lm=1,https://tmssl.akamaized.net/images/flagge/medium/110.png?lm=1520611569
du scaron an vlahovic,https://img.a.transfermarkt.technology/portrait/big/default.jpg?lm=1,https://tmssl.akamaized.net/images/flagge/medium/default.png?lm=1520611569
fred,https://img.a.transfermarkt.technology/portrait/big/274839-1641900364.jpg?lm=1,https://tmssl.akamaized.net/images/flagge/medium/124.png?lm=1520611569
mason greenwood,https://img.a.transfermarkt.technology/portrait/big/532826-1594986623.jpg?lm=1,https://tmssl.akamaized.net/images/flagge/medium/189.png?lm=1520611569
fernando torres,https://img.a.transfermarkt.technology/portrait/big/7767-1447152963.jpg?lm=1,https://tmssl.akamaized.net/images/flagge/medium/157.png?lm=1520611569
rodrigo,https://img.a.transfermarkt.technology/portrait/big/357565-1556022958.jpg?lm=1,https://tmssl.akamaized.net/images/flagge/medium/157.png?lm=1520611569
theo hernandez,https://img.a.transfermarkt.technology/portrait/big/339808-1595938750.jpg?lm=1,https://tmssl.akamaized.net/images/flagge/medium/50.png?lm=1520611569
alessio romagnoli,https://img.a.transfermarkt.technology/portrait/big/197747-1448981930.jpg?lm=1,https://tmssl.akamaized.net/images/flagge/medium/75.png?lm=1520611569
jamal musiala,https://img.a.transfermarkt.technology/portrait/big/580195-1601299443.jpg?lm=1,https://tmssl.akamaized.net/images/flagge/medium/40.png?lm=1520612525
giovani lo celso,https://img.a.transfermarkt.technology/portrait/big/348795-1591195792.jpg?lm=1,https://tmssl.akamaized.net/images/flagge/medium/9.png?lm=1520611569
ciro immobile,https://img.a.transfermarkt.technology/portrait/big/105521-1594715918.jpg?lm=1,https://tmssl.akamaized.net/images/flagge/medium/75.png?lm=1520611569
ruben neves,https://img.a.transfermarkt.technology/portrait/big/225161-1445515680.jpg?lm=1,https://tmssl.akamaized.net/images/flagge/medium/136.png?lm=1520611569
